32
1569	1182	1280	1520	1575	1316	2024	1540	1425	1440	1714	1473	1165	0	1800	1639	1719	1432	1437	1103	1077	1493	1902	1269	1511	1881	1852	1529	1921	1615	1426	1640	
1277	1793	1804	1250	1116	1461	1743	1213	1186	1315	1931	1513	1636	1800	0	1738	2042	1293	1697	1469	1892	1926	1832	1130	1189	1347	1337	1571	1262	1679	1901	1582	
2002	1693	1718	1499	1581	1140	1141	1920	1241	1072	1875	1134	1555	1639	1738	0	2032	1436	1047	1454	1853	1649	1895	1211	1224	1997	1628	1463	1625	1687	1677	1878	
1298	1591	1424	1845	1288	1247	1274	1128	1528	1099	1231	2048	1263	1719	2042	2032	0	2028	1155	1699	1593	1876	1506	1508	1150	1767	1135	1534	1244	1631	2007	1271	
1420	1929	1985	1148	1657	1290	1942	1908	1607	1097	1477	1522	1788	1432	1293	1436	2028	0	1386	1068	1552	1126	1259	1818	1444	1948	1815	1681	1646	1370	1650	1940	
1837	1119	1877	1602	1317	1036	1227	1131	1320	1306	1863	1986	1661	1437	1697	1047	1155	1386	0	1808	1546	1144	1172	1400	1817	1485	1785	1258	1503	1801	1777	1447	
1294	1453	1496	1978	1096	1927	1177	1934	1330	1190	1835	1799	1512	1103	1469	1454	1699	1068	1808	0	1029	1383	1943	1521	1393	1620	1666	2004	2026	1201	1489	1394	
1459	1651	1359	1484	1970	1884	1275	2033	1572	1354	1553	1331	1774	1077	1892	1853	1593	1552	1546	1029	0	1958	1028	1181	1962	1153	1419	1107	1669	1684	1255	1392	
1311	1705	1152	1124	1561	1162	1664	1727	1792	1533	1810	1764	1434	1493	1926	1649	1876	1126	1144	1383	1958	0	1378	2027	1191	1441	1423	1457	1990	1698	1688	1470	
1707	1209	1157	1210	1169	1183	1745	1429	2019	1721	1601	1362	1123	1902	1832	1895	1506	1259	1172	1943	1028	1378	0	1507	1855	1360	2012	1812	1207	1953	1680	1782	
1273	1960	1624	1560	1404	1324	1479	1632	1972	1070	1422	1198	1085	1269	1130	1211	1508	1818	1400	1521	1181	2027	1507	0	1780	1723	1783	1859	1805	1854	1260	1159	
1647	1685	2046	1164	1756	1307	1612	1592	1218	1562	1789	1497	1043	1511	1189	1224	1150	1444	1817	1393	1962	1191	1855	1780	0	1428	2008	1514	1973	1415	1223	1885	
1488	1329	1912	1655	1339	1614	1791	1092	1082	1967	1893	1563	1676	1881	1347	1997	1767	1948	1485	1620	1153	1441	1360	1723	1428	0	1305	1095	1847	1039	1249	2045	
1483	1163	1471	1285	1720	1117	1495	2003	1349	1826	1526	2000	1346	1852	1337	1628	1135	1815	1785	1666	1419	1423	2012	1783	2008	1305	0	1217	1364	1828	1557	1819	
1965	1027	1981	1372	1617	1161	1586	1083	1145	2030	1248	1173	1357	1529	1571	1463	1534	1681	1258	2004	1107	1457	1812	1859	1514	1095	1217	0	1505	1531	1490	1160	
1947	1715	1549	1048	2005	1868	1668	1478	1762	1579	1963	1385	1398	1921	1262	1625	1244	1646	1503	2026	1669	1990	1207	1805	1973	1847	1364	1505	0	2016	1784	1431	
1844	1753	1983	1304	1353	1458	1888	1067	1722	1694	1897	1115	1121	1615	1679	1687	1631	1370	1801	1201	1684	1698	1953	1854	1415	1039	1828	1531	2016	0	1744	1941	
1734	1741	1565	1807	1548	1230	1127	1643	1710	1998	1706	1536	1894	1426	1901	1677	2007	1650	1777	1489	1255	1688	1680	1260	1223	1249	1557	1490	1784	1744	0	1266	
1566	1154	1577	1621	1915	1518	1735	1254	1604	1611	1501	1991	1363	1640	1582	1878	1271	1940	1447	1394	1392	1470	1782	1159	1885	2045	1819	1160	1431	1941	1266	0	
