32
1367	1923	1313	1565	1608	1546	2013	1249	2037	1281	1317	1372	1214	1154	1297	1917	1569	1456	0	1705	1893	1851	1981	1839	1333	1758	1613	1446	1327	1592	1712	1989	
1552	1645	1636	1143	1566	1287	1890	1241	1256	1584	1881	2026	1568	1602	2015	1221	1360	1794	1705	0	1918	2025	1458	1911	1557	1389	1365	1639	1688	1833	1593	1137	
1123	1745	1500	1067	1407	1799	1046	1801	1053	1060	1829	1945	1181	1376	1026	1767	1124	1058	1893	1918	0	1583	1934	1438	1750	2028	1400	1477	1952	1217	2008	1505	
1910	1863	1673	1634	1687	1166	1733	1747	1179	2022	1201	1487	1916	1629	1054	1171	1676	1854	1851	2025	1583	0	1790	1187	1101	1828	1726	1165	1742	2027	1349	1834	
1741	1521	1109	1173	1359	1328	1051	1898	1776	1176	2045	1640	1311	2012	1681	1210	1448	1076	1981	1458	1934	1790	0	1946	1968	1928	1045	2014	1692	1104	1892	1599	
1537	1534	1391	1075	1610	1633	1169	1579	1190	1366	1919	1662	1427	1496	1436	1335	1982	1184	1839	1911	1438	1187	1946	0	1870	1513	1948	1225	1320	1664	1797	1978	
1248	1638	1491	1257	1667	1471	1280	1543	1959	1725	1567	1141	1658	1695	1785	1796	1594	1270	1333	1557	1750	1101	1968	1870	0	1530	1347	1539	1294	1848	1469	1177	
1713	1041	1189	1489	1920	1152	1908	1858	1289	1774	1561	1455	1193	1812	1969	1160	1873	1954	1758	1389	2028	1828	1928	1513	1530	0	1305	1755	1254	1564	1263	1430	
1866	1992	1715	1964	1468	1064	1122	1672	1301	1803	1206	1286	1532	2020	2010	1231	2044	1234	1613	1365	1400	1726	1045	1948	1347	1305	0	1212	1575	1612	1675	1874	
1298	1378	1914	1869	1884	1849	1310	1235	1515	1129	1768	1056	1379	1339	1180	1494	1162	1025	1446	1639	1477	1165	2014	1225	1539	1755	1212	0	1514	1596	1445	1083	
1757	1556	1274	1291	1852	1548	1030	2047	1130	1735	1415	1519	1795	1318	1722	1619	1246	1082	1327	1688	1952	1742	1692	1320	1294	1254	1575	1514	0	1085	1390	1616	
1668	1807	1027	2021	1084	2030	2029	1861	1087	1145	1065	1047	1227	1652	1761	1097	2031	2011	1592	1833	1217	2027	1104	1664	1848	1564	1612	1596	1085	0	1125	1024	
1650	1198	2017	1867	1788	1131	1843	1576	1654	2023	1261	1856	1894	1267	1860	1955	1899	1840	1712	1593	2008	1349	1892	1797	1469	1263	1675	1445	1390	1125	0	1476	
1450	1814	1488	1541	1115	2002	1346	1277	1482	1770	1999	1484	2040	1555	1960	1229	1731	1641	1989	1137	1505	1834	1599	1978	1177	1430	1874	1083	1616	1024	1476	0	
