32
1149	1202	1169	1961	1248	1216	1316	1516	1668	1832	1297	1819	1614	1484	1076	1070	1289	1758	0	1341	1442	1101	1170	1132	1957	1357	1886	1639	1219	1350	1075	2036	
1370	1293	1534	1126	1833	1583	1568	1388	1565	1755	1085	1613	1679	1868	1622	1090	1395	1167	1341	0	1245	1687	1171	1560	1435	1901	1880	1530	1657	1628	1158	1867	
1761	1664	1567	1226	1999	2035	1349	1307	1736	1881	1072	1064	1600	1910	1523	1715	1489	1136	1442	1245	0	1882	1638	1681	1214	1441	1299	1084	1109	1634	1455	1453	
1824	1401	2032	1673	1552	1361	1529	1335	1783	1231	1788	1626	1771	1624	1479	1303	1260	1227	1101	1687	1882	0	1607	1975	1923	1746	1457	1825	1549	1330	1997	2042	
1671	1097	1326	1856	1049	1164	1843	1676	1899	1986	1129	1206	1935	1787	1494	1050	1704	1420	1170	1171	1638	1607	0	1596	1840	1274	1566	1521	1959	1031	1486	2012	
1806	1156	1315	1794	1908	1150	1594	1831	1579	1690	1431	1354	1348	1452	1891	1621	1963	2019	1132	1560	1681	1975	1596	0	1173	1847	1496	1577	1546	1793	1973	1061	
1495	1796	2011	1268	1717	1554	1403	1888	1474	1661	1536	1749	2000	1652	1979	1540	1842	1034	1957	1435	1214	1923	1840	1173	0	1643	1731	1454	1760	1615	1323	2045	
1739	1115	1028	1429	1292	1954	1809	1576	1195	1104	1310	2033	1586	1082	1706	1929	1196	1229	1357	1901	1441	1746	1274	1847	1643	0	1340	1811	1792	1966	1610	1063	
1220	1073	2027	1255	1026	1296	1812	1887	1740	1926	1742	1885	1141	1413	1779	1461	2006	1175	1886	1880	1299	1457	1566	1496	1731	1340	0	1332	1213	1669	1114	1585	
1232	1345	1209	1922	1816	1672	2015	1312	2021	1756	1890	1513	1844	1584	1826	1067	1313	1480	1639	1530	1084	1825	1521	1577	1454	1811	1332	0	1748	2013	1344	1983	
1389	1998	1884	1371	1870	1988	1946	1100	1485	1301	1578	1764	1936	1612	1240	1648	1571	1919	1219	1657	1109	1549	1959	1546	1760	1792	1213	1748	0	1464	1235	1482	
1476	1508	2022	1374	1355	1655	1684	1709	1918	1642	1057	1945	1852	2047	1564	2028	1359	1984	1350	1628	1634	1330	1031	1793	1615	1966	1669	2013	1464	0	1347	1059	
1803	1830	2038	1364	1269	1682	1559	1428	1112	1398	2023	1688	1685	1030	1287	1850	1329	1561	1075	1158	1455	1997	1486	1973	1323	1610	1114	1344	1235	1347	0	1858	
1519	1165	1133	1051	1267	1222	1955	1449	1838	1105	1927	1786	1160	1093	1611	1550	1130	1507	2036	1867	1453	2042	2012	1061	2045	1063	1585	1983	1482	1059	1858	0	
