32
1975	1544	1160	1088	1697	1176	1241	1031	1339	1288	1903	0	1620	1310	2006	1744	1244	1765	1913	1298	1422	1486	1618	1683	1858	1821	1610	1727	1054	1151	1672	1827	
1064	1137	1221	1766	1258	1359	1093	1751	1591	1822	1647	1620	0	2019	1951	1552	1609	1605	1539	1242	1276	1320	1787	1679	1302	1967	1471	1654	1869	2025	2010	1119	
1066	1380	1211	1781	1057	1475	1337	1353	1097	1650	1245	1310	2019	0	1567	1547	1136	1329	1508	1725	1182	1696	1355	1587	1262	1713	1892	1382	1780	1845	1559	1220	
1902	1222	1549	1102	1210	1895	1092	1463	1039	1112	1948	2006	1951	1567	0	1488	1292	1804	1623	1568	1394	1266	1365	1368	1223	1802	1885	1280	1135	1090	1784	1153	
1604	1735	1421	1801	1870	1992	1167	1832	1981	1430	1311	1744	1552	1547	1488	0	1274	1698	1187	1927	1446	1991	1452	1908	1363	1324	1874	1525	1929	1164	1283	1771	
1131	1909	2048	1893	1091	1575	1615	1361	1247	1904	1915	1244	1609	1136	1292	1274	0	1586	1737	1720	1158	1191	2020	1770	1371	1594	1809	2014	1884	1545	1201	1391	
1080	1334	1474	1797	1856	1254	1570	2041	1126	1742	1213	1765	1605	1329	1804	1698	1586	0	1934	1424	1149	1916	1880	1198	1425	1042	1496	1465	1728	1467	1644	1626	
1814	1600	1284	1140	1926	1863	1386	1360	1026	1732	1748	1913	1539	1508	1623	1187	1737	1934	0	1867	1485	1703	1125	1033	1414	1282	1046	2031	1076	1939	1466	1417	
1648	1553	1560	1231	1150	1038	1095	1152	1711	1183	1988	1298	1242	1725	1568	1927	1720	1424	1867	0	1489	1246	1849	1692	1680	1701	1563	1736	1949	1800	1252	1438	
2002	1716	1144	1652	1048	1955	1444	2005	1990	1634	1529	1422	1276	1182	1394	1446	1158	1149	1485	1489	0	1983	1590	1412	1349	1315	1100	1313	1706	1719	1816	1461	
1599	1307	1264	1268	1891	1527	1691	1932	1738	1259	1617	1486	1320	1696	1266	1991	1191	1916	1703	1246	1983	0	1272	1757	1415	1583	1977	1978	1497	1995	1243	2018	
1124	1387	1378	1897	1564	1651	1789	2022	1933	1945	1103	1618	1787	1355	1365	1452	2020	1880	1125	1849	1590	1272	0	1922	1154	1413	2017	1861	1723	1989	1710	1685	
1694	1428	1185	1050	1551	1876	1454	1704	1059	1690	1838	1683	1679	1587	1368	1908	1770	1198	1033	1692	1412	1757	1922	0	1487	1407	1397	1161	1889	1510	1196	1175	
2047	1105	1325	1406	1768	1168	2000	1993	1299	1813	1321	1858	1302	1262	1223	1363	1371	1425	1414	1680	1349	1415	1154	1487	0	1043	1358	1741	1537	1113	1823	1702	
1517	1401	1163	1905	1795	2009	1504	1476	1848	1303	1700	1821	1967	1713	1802	1324	1594	1042	1282	1701	1315	1583	1413	1407	1043	0	1790	1837	1443	1253	1146	1753	
1668	1483	1186	1082	1580	1862	1395	1643	1263	1028	1200	1610	1471	1892	1885	1874	1809	1496	1046	1563	1100	1977	2017	1397	1358	1790	0	1974	1030	1521	1269	1301	
1676	1049	1726	1078	1964	1779	1588	1971	1197	1493	1817	1727	1654	1382	1280	1525	2014	1465	2031	1736	1313	1978	1861	1161	1741	1837	1974	0	1566	1275	1433	1219	
1290	1918	1965	1994	1585	1312	1622	2013	1130	1289	2046	1054	1869	1780	1135	1929	1884	1728	1076	1949	1706	1497	1723	1889	1537	1443	1030	1566	0	1608	1721	1950	
1051	1783	2012	1188	1104	1052	1894	1815	1079	1073	1228	1151	2025	1845	1090	1164	1545	1467	1939	1800	1719	1995	1989	1510	1113	1253	1521	1275	1608	0	1109	1661	
1976	1099	1674	2007	1984	1044	1260	2003	1946	1447	1589	1672	2010	1559	1784	1283	1201	1644	1466	1252	1816	1243	1710	1196	1823	1146	1269	1433	1721	1109	0	1852	
1628	1518	1034	1514	1667	1074	1979	1322	1577	1035	1238	1827	1119	1220	1153	1771	1391	1626	1417	1438	1461	2018	1685	1175	1702	1753	1301	1219	1950	1661	1852	0	
