32
1306	1436	1694	1686	1947	1333	1026	1785	1890	1183	1118	1301	1078	1221	1922	1734	1888	2030	1535	1326	0	1045	1747	1157	1816	1251	1635	1546	1995	1531	1896	1343	
1693	1262	1213	1874	1850	1508	1335	1230	1796	1456	1812	1263	1501	1788	1380	1593	1544	1047	1660	1634	1045	0	1091	1200	1323	1712	1636	2025	1936	1945	1956	1789	
2034	1863	1917	1563	1160	1982	1168	1143	1661	1372	1801	1102	2002	1354	1539	1579	1135	1421	1735	1225	1747	1091	0	1293	1808	1222	1267	1549	1490	1377	1129	1201	
1742	1749	1419	1799	1089	1455	1638	1324	1903	1941	1918	1206	1585	1161	1283	1680	1603	1723	1574	1052	1157	1200	1293	0	1448	1665	1480	1931	1876	1339	1445	1350	
1322	1244	1302	1540	1617	1910	1384	1443	1224	1804	2027	1473	1919	1842	1195	1774	1991	1643	1929	1793	1816	1323	1808	1448	0	1258	1048	1069	1062	1465	1699	1497	
1688	1083	1407	1860	1677	1990	1741	1838	1210	1054	1895	1879	1877	1651	1852	1920	1280	1367	1299	1552	1251	1712	1222	1665	1258	0	1360	2041	1626	1823	1309	1492	
1714	1992	1174	1958	1933	1164	1099	2035	1227	1070	1220	1938	1431	1858	2007	1756	1187	1368	1180	2036	1635	1636	1267	1480	1048	1360	0	1057	1038	1901	1921	1590	
1797	1191	1159	1439	1847	1150	1402	1313	1392	1376	1715	1504	1766	1566	1300	1612	1845	1499	1722	1229	1546	2025	1549	1931	1069	2041	1057	0	1287	1582	1528	1915	
1128	1108	1999	1406	1440	1738	1383	1928	1670	1954	1482	1511	1214	1819	1998	1810	1717	2014	1513	1288	1995	1936	1490	1876	1062	1626	1038	1287	0	1356	1755	1307	
1405	1989	1803	1209	1984	1746	1777	1885	1061	1357	1911	1155	1655	1940	1412	1597	1891	1131	1397	1964	1531	1945	1377	1339	1465	1823	1901	1582	1356	0	1589	1696	
1525	1073	1996	1393	1537	1474	1198	1314	1264	1678	1211	1806	1706	1303	1573	1994	1754	1813	1245	1681	1896	1956	1129	1445	1699	1309	1921	1528	1755	1589	0	1704	
1423	1765	1516	1192	1629	1726	1467	1728	1857	1351	1971	1165	1030	1212	2044	1149	1454	1727	1308	1952	1343	1789	1201	1350	1497	1492	1590	1915	1307	1696	1704	0	
